col1,col2
14-3-3-zeta,0.019027462038895715
AKT1,0.06920754997361749
CDC25A,0.06011859664993452
CDC25B,0.006992075565792791
CSNK1A1,0.0033150918554253903
CTNNB1,0.08262336677737826
KRT18,0.030403524195697654
PIK3R1,0.012078879946554079
RAF1,0.1464447105955844
RAN,0.07454866828316978
ABL1,0.13354196995710133
APP,0.03146290228778524
CBL,0.16669762339109181
CDC42,0.03838325387964323
CRKL,0.1632833080433248
FOS,0.1324540665644923
GRB2,0.15594083616696364
MDM2,0.03459448649465273
MYC,0.022505863441751324
NUP214,0.04862317042415633
PLSCR1,0.005231202262771929
SHC1,0.08846267624411995
STAT5A,0.2314009916937789
TP53,0.1081540900796163
YAP1,0.0052312022627719335
ACVRL1,0.028436467036823298
CAV1,0.07100318986355536
SMAD1,0.08407996541568219
SMAD2,0.18829502483772115
SMAD3,0.16953071367329914
SMAD4,0.0740842179211543
TGFBR1,0.09895685096683256
TGFBR2,0.030898133334369773
ADAM17,0.009555889254799473
EGFR,0.15265513230230118
FHL2,0.03850016392567516
FURIN,0.00037433017880868826
NOTCH1,0.005196001964031076
NOTCH2,0.013222450760162183
NOTCH3,0.0025314646340919727
ADD1,0.04062216622132808
CSNK1E,0.028496460020822824
HIPK2,0.022418802045981883
JAK1,0.1426321475342789
JAK2,0.21290638235821538
LYN,0.1568371196620018
PKN2,0.017418105110608522
PRKCZ,0.09521871574852624
STK11,0.011879442908403107
AES,0.016719651006649003
CCND1,0.05176618058455504
HDAC1,0.1336192132195177
RELA,0.13045315481587186
TLE1,0.0006549542155686115
AIP4,0.03269444995871227
ARRB1,0.002635890699736097
JUNB,0.06946154207061678
KIT,0.16927639700829772
MET,0.10584077019902378
NUMB,0.003189342190726888
CDC23,0.03488100992954504
NRAS,0.07076181887597076
STAT3,0.1843458582983545
STAT5B,0.18783302423531684
AML1,0.003073926636040931
NCOR1,0.010190172296329144
PPP2CA,0.06828093202357798
ANAPC2,0.004200528427059664
ANAPC5,0.020311266509050994
CCNB1,0.030047761904430977
CDC27,0.0015951230897072164
PSMB5,0.0008179009902488312
